Дата потребности;Порядковый номер;Заказ-Партия;Номенклатура потребности;Потребность из файла;Потребность нач;Потребность кон;Списание потребности;Склад;Дата списания остат;Номенклатура Списания;Остатки нач;Остатки кон;Списание остатков;Дата учета
2020-12-11;6837;022170-1;Лист 16 ГОСТ 19903-2015 С345-5 ГОСТ 27772-2015;0.0;5.675;0.0;5.675;Центральный склад;2021-01-26;Лист 16 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;9387.225;9381.550000000001;5.675;2020-12-11
2020-12-27;5241;021948-1;Лист 20 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;653.84;0.0;653.84;Центральный склад;2021-01-26;Лист 20 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;11304.0;10650.16;653.84;2020-12-27
2021-01-03;7032;021977-1;Швеллер 16 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;280.246;0.0;280.246;Центральный склад;2021-01-26;Швеллер 16 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;340.266;60.02000000000004;280.246;2021-01-03
2021-01-03;7035;021978-1;Лист 8 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;677.63;0.0;677.63;Центральный склад;2021-01-26;Лист 8 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;28260.0;27582.37;677.63;2021-01-03
2021-01-05;5176;021939-3;Лист 6 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;714.0;0.0;714.0;Центральный склад;2021-01-26;Лист 6 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;11021.4;10307.4;714.0;2021-01-05
2021-01-06;8509;022330-1;Шайба 20 Гл ГОСТ 11371-78;0.0;0.864;0.0;0.864;Центральный склад;2021-01-26;Шайба 20 Гл ГОСТ 11371-78;504.976;504.112;0.864;2021-01-06
2021-01-06;8511;022331-1;Шайба 20 Гл ГОСТ 11371-78;0.0;0.216;0.0;0.216;Центральный склад;2021-01-26;Шайба 20 Гл ГОСТ 11371-78;504.112;503.896;0.216;2021-01-06
2021-01-06;8513;022332-1;Шайба 20 Гл ГОСТ 11371-78;0.0;1.332;0.0;1.332;Центральный склад;2021-01-26;Шайба 20 Гл ГОСТ 11371-78;503.896;502.564;1.332;2021-01-06
2021-01-08;8319;022245-1;Шпилька по чертежу М42х272.09Г2С-15.бп 3.407.9-146.3-01КМД;0.0;201.144;0.0;201.144;Центральный склад;2021-01-26;Шпилька по чертежу М42х272.09Г2С-15.бп 3.407.9-146.3-01КМД;207.06;5.915999999999997;201.144;2021-01-08
2021-01-12;8200;021378-1;Лист 6 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;9.843;0.0;9.843;Центральный склад;2021-01-26;Лист 6 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;10307.4;10297.556999999999;9.843;2021-01-12
2021-01-12;8202;021378-1;Лист 10 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;30.061;0.0;30.061;Центральный склад;2021-01-26;Лист 10 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;7771.5;7741.439;30.061;2021-01-12
2021-01-12;8203;021378-1;Круг 16 ГОСТ 2590-2006 С345-6 ГОСТ 27772-2015;0.0;6.013;0.0;6.013;Центральный склад;2021-01-26;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;1473.0;1466.987;6.013;2021-01-12
2021-01-12;8204;021378-1;Труба 219х8 ГОСТ 10704-91 С345-6 ГОСТ 27772-2015;0.0;58.28;0.0;58.28;Центральный склад;2021-01-26;Труба 219х8 ГОСТ 10704-91 09Г2С-15 ГОСТ 19281-2014;472.917;414.63699999999994;58.28;2021-01-12
