Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1770;921979;1;2020-02-04;00000013207;Лист 12 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;103.026;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1771;921979;1;2020-02-04;00000013208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;8607.522;8276.052;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1772;921979;1;2020-02-04;00000013209;Лист 4 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;270.256;270.256;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1773;921979;1;2020-02-04;00000013210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;302.386;282.051;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1774;921979;1;2020-02-04;00000013211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;953.414;953.414;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1775;921979;1;2020-02-04;00000013777;Лист 10 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;271.572;271.572;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1776;921979;1;2020-02-04;00000013778;Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;3695.972;3250.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1777;921979;1;2020-02-04;00000013205;Круг 16 ГОСТ 2590-2006 С345-6 ГОСТ 27772-2015;90.062;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1778;921979;1;2020-02-04;00000013213;Уголок 100х100х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4287.71;4287.71;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1779;921979;1;2020-02-04;00000013215;Уголок 32х32х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;506.184;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1780;921979;1;2020-02-04;00000013217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2027.956;2027.956;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1781;921979;1;2020-02-04;00000013218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3183.11;3183.11;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1782;921979;1;2020-02-04;00000013219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;642.474;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1783;921979;1;2020-02-04;00000013220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;7117.782;7117.782;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1784;921979;1;2020-02-04;00000015447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4754.876;4754.876;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1785;921979;1;2020-02-04;00000017825;Уголок 125х125х9 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6183.548;5605.2;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
1786;921979;1;2020-02-04;00000013222;Швеллер 12 П ГОСТ 8240-89 С345-6 ГОСТ 27772-2015;61.936;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090  от 01.02.2016, Спецификация №87(1192) от 10.12.2019;2020-02-04 00:00:00;0.0;2020-01-04 00:00:00;"Опора промежуточная 2ПГ35/110-2,35Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001 ; Кронштейн ВОЛС КН";921979-1;1;0.0;0.0;0.0;0.0;0.0
2912;02141;1;2020-02-04;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.022;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2913;02141;1;2020-02-04;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.842;16.842;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2914;02141;1;2020-02-04;00000011289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;75.935;70.652;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2915;02141;1;2020-02-04;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.963;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2916;02141;1;2020-02-04;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;9.855;9.855;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2917;02141;1;2020-02-04;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;30.061;32.5;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2918;02141;1;2020-02-04;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;320.742;471.703;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2919;02141;1;2020-02-04;00000011265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;1.471;1.471;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2920;02141;1;2020-02-04;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;8.609;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2921;02141;1;2020-02-04;00000015520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;58.28;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2922;02141;1;2020-02-04;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;30.285;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2923;02141;1;2020-02-04;00000011284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2.646;2.646;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2924;02141;1;2020-02-04;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;7.968;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2925;02141;1;2020-02-04;00000014587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;67.03;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2926;02141;1;2020-02-04;00000011285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;17.801;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2927;02141;1;2020-02-04;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;20.137;20.137;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2928;02141;1;2020-02-04;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.017;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-13 00:00:00;"Комплектная поставка: Опора анкерная (концевая) А10ГИУ-1 для изолированного провода; Фундамен";02141-1;1;0.0;0.0;0.0;0.0;0.0
2947;02143;1;2020-02-04;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.022;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2948;02143;1;2020-02-04;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;69.495;74.684;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2949;02143;1;2020-02-04;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;145.668;145.668;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2950;02143;1;2020-02-04;00000011726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.138;7.576;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2951;02143;1;2020-02-04;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;22.617;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2952;02143;1;2020-02-04;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;37.389;40.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2953;02143;1;2020-02-04;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.775;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2954;02143;1;2020-02-04;00000011265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;1.867;1.867;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2955;02143;1;2020-02-04;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;3.733;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2956;02143;1;2020-02-04;00000014236;Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;1.658;1.658;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2957;02143;1;2020-02-04;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6.882;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2958;02143;1;2020-02-04;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1.656;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2959;02143;1;2020-02-04;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;124.086;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2960;02143;1;2020-02-04;00000011284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;198.744;198.744;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2961;02143;1;2020-02-04;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;9.887;0.0;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2962;02143;1;2020-02-04;00000012036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;207.717;207.717;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
2963;02143;1;2020-02-04;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;25.456;25.456;0.0;1.0;0.0;ЯМАЛ СПГ ОАО;1736/19-ЯСПГ от 26.12.2019, Спецификация №1 (Дополнительное соглашение №1) от 29.01.2020;2020-02-04 00:00:00;0.0;2020-01-29 00:00:00;"Комплектная поставка: Опора анкерная (концевая) АО10ГИ-1УМ для изолированного провода; Фундам";02143-1;1;0.0;0.0;0.0;0.0;0.0
