Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
3134;90235;1;2019-12-04;00000009689;Лист 8 ГОСТ 19903-74 ст3 ГОСТ 380-2005;21.261;22.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3135;90235;1;2019-12-04;00000015110;Лист 4 ГОСТ 19903-74 ст3 ГОСТ 380-2005;342.26;343.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3136;90235;1;2019-12-04;00000009686;Лист 10 ГОСТ 19903-74 ст3 ГОСТ 380-2005;7.388;0.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3137;90235;1;2019-12-04;00000010893;Лист ПВ 406 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005;794.02;936.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3138;90235;1;2019-12-04;00000018231;Уголок 63х63х4 ГОСТ 8509-86 ст3 ГОСТ 380-2005;359.783;360.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3139;90235;1;2019-12-04;00000009692;Уголок 63х63х5 ГОСТ 8509-86 ст3 ГОСТ 380-2005;627.935;406.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3140;90235;1;2019-12-04;00000015090;Швеллер 10 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;1019.953;1020.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3141;90235;1;2019-12-04;00000015114;Швеллер 16 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;5960.647;4017.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3142;90235;1;2019-12-04;00-00001615;Лист 4 ГОСТ 19903-74 12Х18Н10Т ГОСТ 7350-77;4428.688;4183.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3143;90235;1;2019-12-04;00000018636;Труба 89х5 ГОСТ 9940-81 12Х18Н10Т ГОСТ 7350-77;2.572;3.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
3144;90235;1;2019-12-04;00-00001617;Болт самоанкерующийся распорный БСР 16х150 УХЛ3 ГОСТ 28778-90;0.768;0.0;0.0;1.0;0.0;0;0;0;0.0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
460;921180;1;2019-12-08;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.18;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
461;921180;1;2019-12-08;00000013978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1075.695;1076.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
462;921180;1;2019-12-08;00000014026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;103.24;104.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
463;921180;1;2019-12-08;00000013980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;965.455;966.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
464;921180;1;2019-12-08;00000013994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;170.035;74.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
465;921180;1;2019-12-08;00000013979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;77.525;78.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
466;921180;1;2019-12-08;00000014032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;2595.61;2442.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
467;921180;1;2019-12-08;00000017530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;94.94;95.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
468;921180;1;2019-12-08;00000014025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1721.935;1722.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
469;921180;1;2019-12-08;00000014580;Круг 10 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1.075;2.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
470;921180;1;2019-12-08;00000014582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1857.51;1858.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
471;921180;1;2019-12-08;00000013077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;2026.01;2027.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
472;921180;1;2019-12-08;00000017532;Труба 51х2,5 ГОСТ 10704-91 С345-5 ГОСТ 27772-2015;26.38;27.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
473;921180;1;2019-12-08;00000017313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;364.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
474;921180;1;2019-12-08;00000017531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;51.335;52.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
475;921180;1;2019-12-08;00000017534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;607.86;608.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
476;921180;1;2019-12-08;00000017535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;115.765;116.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
477;921180;1;2019-12-08;00000017536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1409.675;1410.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
478;921180;1;2019-12-08;00000014029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2347.12;2348.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
479;921180;1;2019-12-08;00000014545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;233.115;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
480;921180;1;2019-12-08;00000014541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;82.065;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
481;921180;1;2019-12-08;00000014573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1952.375;1953.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
482;921180;1;2019-12-08;00000014544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1742.43;1743.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
483;921180;1;2019-12-08;00000014572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;13.205;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
484;921180;1;2019-12-08;00000014967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3308.795;2800.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
485;921180;1;2019-12-08;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;363.53;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
486;921181;1;2019-12-14;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.324;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
487;921181;1;2019-12-14;00000013978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1936.251;1937.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
488;921181;1;2019-12-14;00000014026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;185.832;186.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
489;921181;1;2019-12-14;00000013980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1746.027;1738.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
490;921181;1;2019-12-14;00000013994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;301.248;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
491;921181;1;2019-12-14;00000013979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;139.545;140.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
492;921181;1;2019-12-14;00000014032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;4672.098;4673.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
493;921181;1;2019-12-14;00000017530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;170.892;10.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
494;921181;1;2019-12-14;00000014025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3099.483;3100.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
495;921181;1;2019-12-14;00000014582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3343.518;3344.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
496;921181;1;2019-12-14;00000013077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;3646.818;3615.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
497;921181;1;2019-12-14;00000017313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;655.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
498;921181;1;2019-12-14;00000017531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;92.403;93.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
499;921181;1;2019-12-14;00000017534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1094.148;908.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
500;921181;1;2019-12-14;00000017535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;208.377;209.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
501;921181;1;2019-12-14;00000017536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2537.415;2538.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
502;921181;1;2019-12-14;00000014029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;4224.816;4225.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
503;921181;1;2019-12-14;00000014545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;406.107;407.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
504;921181;1;2019-12-14;00000014541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;147.717;110.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
505;921181;1;2019-12-14;00000014573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3514.275;3515.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
506;921181;1;2019-12-14;00000014544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3136.374;2915.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
507;921181;1;2019-12-14;00000014572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;23.769;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
508;921181;1;2019-12-14;00000014967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;5955.831;5956.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
509;921181;1;2019-12-14;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.0;1.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
510;921181;1;2019-12-14;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;654.354;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
189;921713;1;2019-12-17;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.264;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
190;921713;1;2019-12-17;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;487.824;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
191;921713;1;2019-12-17;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1533.696;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;0;0.0;0;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
