Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Изделие;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2276;90235;1;2019-12-04;9689;Лист 8 ГОСТ 19903-74 ст3 ГОСТ 380-2005;21.26117647;22.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2277;90235;1;2019-12-04;15110;Лист 4 ГОСТ 19903-74 ст3 ГОСТ 380-2005;342.26021505;343.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2278;90235;1;2019-12-04;9686;Лист 10 ГОСТ 19903-74 ст3 ГОСТ 380-2005;7.38823529;0.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2279;90235;1;2019-12-04;10893;Лист ПВ 406 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005;794.02;936.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2280;90235;1;2019-12-04;18231;Уголок 63х63х4 ГОСТ 8509-86 ст3 ГОСТ 380-2005;359.7827957;360.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2281;90235;1;2019-12-04;9692;Уголок 63х63х5 ГОСТ 8509-86 ст3 ГОСТ 380-2005;627.93548387;406.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2282;90235;1;2019-12-04;15090;Швеллер 10 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;1019.95268817;1020.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2283;90235;1;2019-12-04;15114;Швеллер 16 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;5960.64666667;4017.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2284;90235;1;2019-12-04;00-00001615;Лист 4 ГОСТ 19903-74 12Х18Н10Т ГОСТ 7350-77;4428.68817204;4183.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
2285;90235;1;2019-12-04;18636;Труба 89х5 ГОСТ 9940-81 12Х18Н10Т ГОСТ 7350-77;2.57176471;3.0;0.0;1.0;0.0;0;0;Заготовка на комплекс охлаждающей ванны;90235-1;0.0;0.0;0.0;0.0;0.0
349;921180;1;2019-12-08;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.17777778;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
350;921180;1;2019-12-08;13978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1075.69411765;1076.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
351;921180;1;2019-12-08;14026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;103.24137931;104.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
352;921180;1;2019-12-08;13980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;965.45698925;966.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
353;921180;1;2019-12-08;13994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;170.03409091;74.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
354;921180;1;2019-12-08;13979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;77.52352941;78.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
355;921180;1;2019-12-08;14032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;2595.61038961;2442.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
356;921180;1;2019-12-08;17530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;94.94117647;95.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
357;921180;1;2019-12-08;14025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1721.93333333;1722.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
358;921180;1;2019-12-08;14580;Круг 10 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1.07647059;2.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
359;921180;1;2019-12-08;14582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1857.51111111;1858.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
360;921180;1;2019-12-08;13077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;2026.01176471;2027.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
361;921180;1;2019-12-08;17532;Труба 51х2,5 ГОСТ 10704-91 С345-5 ГОСТ 27772-2015;26.38235294;27.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
362;921180;1;2019-12-08;17313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;364.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
363;921180;1;2019-12-08;17531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;51.33333333;52.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
364;921180;1;2019-12-08;17534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;607.85882353;608.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
365;921180;1;2019-12-08;17535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;115.76344086;116.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
366;921180;1;2019-12-08;17536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1409.67741935;1410.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
367;921180;1;2019-12-08;14029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2347.11827957;2348.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
368;921180;1;2019-12-08;14545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;233.11290323;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
369;921180;1;2019-12-08;14541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;82.06666667;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
370;921180;1;2019-12-08;14573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1952.375;1953.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
371;921180;1;2019-12-08;14544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1742.42777778;1743.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
372;921180;1;2019-12-08;14572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;13.20430108;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
373;921180;1;2019-12-08;14967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3308.79444444;2800.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
374;921180;1;2019-12-08;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;363.52941176;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;0.0;0.0;0.0;0.0;0.0
375;921181;1;2019-12-14;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.32;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
376;921181;1;2019-12-14;13978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1936.24941176;1937.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
377;921181;1;2019-12-14;14026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;185.83448276;186.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
378;921181;1;2019-12-14;13980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1746.02903226;1738.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
379;921181;1;2019-12-14;13994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;301.24431818;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
380;921181;1;2019-12-14;13979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;139.54235294;140.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
381;921181;1;2019-12-14;14032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;4672.0987013;4673.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
382;921181;1;2019-12-14;17530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;170.89411765;10.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
383;921181;1;2019-12-14;14025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3099.48;3100.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
384;921181;1;2019-12-14;14582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3343.52;3344.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
385;921181;1;2019-12-14;13077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;3646.82117647;3615.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
386;921181;1;2019-12-14;17313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;655.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
387;921181;1;2019-12-14;17531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;92.4;93.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
388;921181;1;2019-12-14;17534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1094.14588235;908.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
389;921181;1;2019-12-14;17535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;208.37419355;209.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
390;921181;1;2019-12-14;17536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2537.41935484;2538.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
391;921181;1;2019-12-14;14029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;4224.81290323;4225.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
392;921181;1;2019-12-14;14545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;406.10322581;407.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
393;921181;1;2019-12-14;14541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;147.72;110.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
394;921181;1;2019-12-14;14573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3514.275;3515.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
395;921181;1;2019-12-14;14544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3136.37;2915.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
396;921181;1;2019-12-14;14572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;23.76774194;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
397;921181;1;2019-12-14;14967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;5955.83;5956.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
398;921181;1;2019-12-14;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;654.35294118;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;0.0;0.0;0.0;0.0;0.0
182;921713;1;2019-12-17;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.26666667;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
183;921713;1;2019-12-17;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;487.82117647;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
184;921713;1;2019-12-17;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1533.69350649;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
185;921713;1;2019-12-17;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;211.48636364;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
186;921713;1;2019-12-17;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;205.07096774;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
187;921713;1;2019-12-17;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;59.52;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
188;921713;1;2019-12-17;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;633.22580645;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
189;921713;1;2019-12-17;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1034.2173913;0.0;0.0;1.0;0.0;СТЭ ООО;Договор поставки №90/10-19 от 06.11.2019, Спецификация №1 от 06.11.2019 г;Опора промежуточная ПГ35/110-1,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;921713-1;0.0;0.0;0.0;0.0;0.0
