Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Изделие;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1072;921632;1;2019-12-26;12985;Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;579.11578947;580.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Прое";921632-1;0.0;0.0;0.0;0.0;0.0
1073;921632;1;2019-12-26;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;101.60215054;102.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-2СБ Прое";921632-1;0.0;0.0;0.0;0.0;0.0
1394;92941;3;2019-12-26;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.11111111;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1395;92941;3;2019-12-26;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;251.07058824;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1396;92941;3;2019-12-26;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;252.47159091;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1397;92941;3;2019-12-26;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;22.62352941;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1398;92941;3;2019-12-26;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;202.44086022;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1399;92941;3;2019-12-26;15427;Круг 24 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;112.64444444;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1400;92941;3;2019-12-26;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;191.67391304;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1401;92941;3;2019-12-26;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;668.64516129;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1402;92941;3;2019-12-26;11292;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 27772-2015;4585.4;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1403;92941;3;2019-12-26;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2112.24731183;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
1404;92941;3;2019-12-26;15428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2622.21505376;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ХАНТОС ООО;ДП_39295_30915_37804, Спецификация №  1 от 04.08.2019;Портал ячейковый ПС-35Я5С Проект: 3.407.2-162;92941-3;0.0;0.0;0.0;0.0;0.0
269;921254;1;2019-12-27;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.04444444;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
270;921254;1;2019-12-27;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;161.92941176;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
271;921254;1;2019-12-27;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;161.1012987;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
272;921254;1;2019-12-27;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2.29767442;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
273;921254;1;2019-12-27;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;49.00909091;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
274;921254;1;2019-12-27;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;688.60860215;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
275;921254;1;2019-12-27;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;143.98666667;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
276;921254;1;2019-12-27;14953;Круг 10 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.30588235;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
277;921254;1;2019-12-27;15029;Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;148.39555556;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
278;921254;1;2019-12-27;15121;Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;159.35058824;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
279;921254;1;2019-12-27;15427;Круг 24 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;44.96666667;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
280;921254;1;2019-12-27;14143;Лист ПВ 506 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005;286.78;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
281;921254;1;2019-12-27;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;913.97391304;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
282;921254;1;2019-12-27;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2031.72903226;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
283;921254;1;2019-12-27;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;276.80645161;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
284;921254;1;2019-12-27;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;243.23478261;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
285;921254;1;2019-12-27;12038;Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;34.50666667;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
286;921254;1;2019-12-27;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;512.51827957;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
287;921254;1;2019-12-27;15136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;746.3673913;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
288;921254;1;2019-12-27;15165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;43.15909091;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
289;921254;1;2019-12-27;15428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;44.79569892;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
290;921254;1;2019-12-27;15431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;483.50322581;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
291;921254;1;2019-12-27;15476;Уголок 25х25х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;182.60645161;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
292;921254;1;2019-12-27;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;320.23655914;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
293;921254;1;2019-12-27;15194;Швеллер 14 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;568.53333333;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
294;921254;1;2019-12-27;15195;Швеллер 16 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;675.28888889;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
295;921254;1;2019-12-27;15910;Швеллер 8 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;6.63655914;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
296;921254;1;2019-12-27;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;112.25333333;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ВОСТОК ООО;ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци;921254-1;0.0;0.0;0.0;0.0;0.0
1074;921633;1;2019-12-27;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.15555556;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1075;921633;1;2019-12-27;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;90.82705882;91.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1076;921633;1;2019-12-27;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;117.89647059;115.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1077;921633;1;2019-12-27;11271;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.94105263;7.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1078;921633;1;2019-12-27;11289;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;531.54418605;532.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1079;921633;1;2019-12-27;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;55.74252874;56.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1080;921633;1;2019-12-27;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;135.10795455;136.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1081;921633;1;2019-12-27;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;296.67647059;297.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1082;921633;1;2019-12-27;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2245.41182796;2246.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1083;921633;1;2019-12-27;11265;Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014;7.98;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1084;921633;1;2019-12-27;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;52.37555556;122.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1085;921633;1;2019-12-27;11296;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;440.97666667;441.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1086;921633;1;2019-12-27;11871;Труба 219х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;407.97555556;150.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1087;921633;1;2019-12-27;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;211.99462366;212.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1088;921633;1;2019-12-27;11284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;18.52117647;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1089;921633;1;2019-12-27;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;469.21304348;470.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1090;921633;1;2019-12-27;12985;Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;357.92842105;358.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1091;921633;1;2019-12-27;13009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;69.8344086;70.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНГ-1СБ Пр";921633-1;0.0;0.0;0.0;0.0;0.0
1092;921634;1;2019-12-28;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.06666667;0.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка кабельной муфты";921634-1;0.0;0.0;0.0;0.0;0.0
1093;921634;1;2019-12-28;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;38.92588235;39.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка кабельной муфты";921634-1;0.0;0.0;0.0;0.0;0.0
1094;921634;1;2019-12-28;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;50.52705882;51.0;0.0;1.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;"Опора анкерная (концевая) А10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка кабельной муфты";921634-1;0.0;0.0;0.0;0.0;0.0
