Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1303;921731;1;2020-02-01;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;891.72413793;892.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.0;0.0;0.0;0.0
1309;921731;1;2020-02-01;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;73.22727273;74.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.0;0.0;0.0;0.0
1317;921731;1;2020-02-01;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;38.09677419;39.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.0;0.0;0.0;0.0
1321;921731;1;2020-02-01;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;56.0;0.0;56.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;56.0;0.0;0.0;0.0
1324;921731;1;2020-02-01;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;99.82258065;99.825;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.0;0.0;0.0;0.0
1330;921731;1;2020-02-01;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2159.16129032;2159.16;0.00129032;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.00129032;0.0;0.0;0.0
1338;921731;1;2020-02-01;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3840.65217391;3840.645;0.00717391;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.00717391;0.0;0.0;0.0
1349;921731;1;2020-02-01;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;407.92105263;407.925;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.0;0.0;0.0;0.0
1352;921731;1;2020-02-01;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3251.86666667;3251.865;0.00166667;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921731-1;0.0;0.00166667;0.0;0.0;0.0
1290;921973;1;2020-02-01;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2320.75294118;3258.974;0.0;0.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;921973-1;0.0;0.0;0.0;0.0;0.0
1301;921973;1;2020-02-01;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1684.76623377;2147.0;0.0;0.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;921973-1;0.0;0.0;0.0;0.0;0.0
1304;921973;1;2020-02-01;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;245.4137931;477.133;0.0;0.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;921973-1;0.0;0.0;0.0;0.0;0.0
1318;921973;1;2020-02-01;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;32.27956989;0.0;32.27956989;0.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;921973-1;0.0;32.27956989;0.0;0.0;0.0
1355;921973;1;2020-02-01;18894;Труба 530х12 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;817.57777778;817.58;0.0;0.0;0.0;АРКТИК СПГ 2 ООО;03/02-20 от 03.02.2020, Спецификация №1 от 03.02.2020;921973-1;0.0;0.0;0.0;0.0;0.0
1356;921726;1;2020-02-02;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.11111111;0.0;0.11111111;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.11111111
1359;921726;1;2020-02-02;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;64.87647059;65.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1361;921726;1;2020-02-02;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;84.25294118;0.0;84.25294118;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;84.25294118
1364;921726;1;2020-02-02;11726;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;42.7816092;43.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1373;921726;1;2020-02-02;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;49.21590909;50.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1375;921726;1;2020-02-02;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;179.71764706;180.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1377;921726;1;2020-02-02;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1893.73655914;1999.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1380;921726;1;2020-02-02;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;30.06666667;0.0;30.06666667;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;30.06666667;0.0;0.0;0.0
1382;921726;1;2020-02-02;11296;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;314.98333333;314.985;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1383;921726;1;2020-02-02;15520;Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;291.4;291.4;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1384;921726;1;2020-02-02;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;151.42473118;151.425;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.0;0.0;0.0;0.0
1398;921726;1;2020-02-02;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;89.22105263;89.22;0.00105263;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921726-1;0.0;0.00105263;0.0;0.0;0.0
1357;921729;1;2020-02-02;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.31111111;0.0;0.31111111;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.31111111
1360;921729;1;2020-02-02;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;686.36235294;687.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1362;921729;1;2020-02-02;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;452.10941176;453.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1363;921729;1;2020-02-02;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1109.30909091;1082.0;27.30909091;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;27.30909091;0.0;0.0;0.0
1365;921729;1;2020-02-02;12986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2219.78181818;2220.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1374;921729;1;2020-02-02;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;34.17272727;35.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1376;921729;1;2020-02-02;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;83.01176471;84.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1378;921729;1;2020-02-02;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;17.77849462;18.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1381;921729;1;2020-02-02;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;26.13333333;0.0;26.13333333;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;26.13333333;0.0;0.0;0.0
1385;921729;1;2020-02-02;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;46.58387097;46.585;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1386;921729;1;2020-02-02;11283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1007.60860215;1007.608;0.00060215;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.00060215;0.0;0.0;0.0
1387;921729;1;2020-02-02;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;2211.81182796;2211.811;0.00082796;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.00082796
1394;921729;1;2020-02-02;14587;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1792.30434783;1792.301;0.00334783;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.00334783;0.0;0.0;0.0
1395;921729;1;2020-02-02;15167;Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3749.73529412;3749.732;0.00329412;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.00329412;0.0;0.0;0.0
1399;921729;1;2020-02-02;11285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;190.36315789;190.365;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.0;0.0;0.0;0.0
1401;921729;1;2020-02-02;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1517.53777778;1517.537;0.00077778;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126, Спецификация №  8 (1432) от 02.12.2019;921729-1;0.0;0.00077778;0.0;0.0;0.0
1358;921979;1;2020-02-02;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.48222222;0.0;0.48222222;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  87(1192) от 10.12.2019;921979-1;0.0;0.0;0.0;0.0;0.48222222
