Дата запуска;0.0;1.0;2.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0
Дата запуска;2020-04-18 00:00:00;2020-04-19 00:00:00;2020-04-20 00:00:00;2020-04-22 00:00:00;2020-04-23 00:00:00;2020-04-24 00:00:00;2020-04-25 00:00:00;2020-04-26 00:00:00;2020-04-27 00:00:00;2020-04-28 00:00:00;2020-04-29 00:00:00;2020-04-30 00:00:00;2020-05-01 00:00:00;2020-05-02 00:00:00;2020-05-03 00:00:00
Номенклатура;;;;;;;;;;;;;;;
Арматура 6-АI ГОСТ 5781-82 ст3сп ГОСТ 380-2005;0.21300000000000008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М10-6gх40.5.8.Гл ГОСТ 7798-70;0.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М20-6gх160.8.8.Гл ГОСТ 7798-70;0.463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт М20-6gх50.5.8.Гл ГОСТ 7798-70;0.764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Болт самоанкерующийся распорный БСР 16х150 УХЛ3 ГОСТ 28778-90;9.984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Втулка 42х40 - d23;576.0;520.0;0.0;0.0;0.0;0.0;0.0;288.0;576.0;0.0;576.0;0.0;576.0;0.0;576.0
Гайка М14-6h.5.Гл ГОСТ 5915-70;0.203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
