Дата потребности;Порядковый номер;Заказ-Партия;Номенклатура потребности;Потребность из файла;Потребность нач;Потребность кон;Списание потребности;Склад;Дата списания остат;Номенклатура Списания;Остатки нач;Остатки кон;Списание остатков;Дата учета
2019-12-30;2608;1-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;62.29882353;0.0;62.29882353;Центральный склад;2020-02-06;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;20629.8;20567.50117647;62.29882353;2019-12-30
2019-12-30;2609;1-1;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;2.17096774;0.0;2.17096774;Центральный склад;2020-02-06;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;28682.16;28679.98903226;2.17096774;2019-12-30
2020-01-20;2419;4-1;Лист 5 ГОСТ 19903-74 09Г2С-6 ГОСТ 19281-2014;0.0;473.81395349;0.0;473.81395349;Центральный склад;2020-02-06;Лист 5 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1336.463;862.64904651;473.81395349;2020-01-20
2020-01-20;2420;4-1;Круг 10 ГОСТ 2590-2006 09Г2С-6 ГОСТ 19281-2014;0.0;10.44705882;0.0;10.44705882;Центральный склад;2020-02-06;Круг 10 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;143.0;132.55294118;10.44705882;2020-01-20
2020-01-20;2422;4-1;Швеллер 18 П ГОСТ 8240-89 09Г2С-6 ГОСТ 19281-2014;0.0;274.52631579;0.0;274.52631579;Центральный склад;2020-02-06;Швеллер 18 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;13105.2;12830.67368421;274.52631579;2020-01-20
2020-01-20;1015;921732-1;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;116.77764706;0.0;116.77764706;Центральный склад;2020-02-06;Лист 16 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7912.8;7796.02235294;116.77764706;2020-01-20
2020-01-20;1016;921732-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;111.57882353;0.0;111.57882353;Центральный склад;2020-02-06;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;20567.50117647;20455.92235294;111.57882353;2020-01-20
2020-01-20;1017;921732-1;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;485.77263158;0.0;485.77263158;Центральный склад;2020-02-06;Лист 3 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;6994.35;6508.57736842;485.77263158;2020-01-20
2020-01-20;1018;921732-1;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;118.9862069;0.0;118.9862069;Центральный склад;2020-02-06;Лист 12 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;16956.0;16837.0137931;118.9862069;2020-01-20
2020-01-20;1019;921732-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;506.30113636;0.0;506.30113636;Центральный склад;2020-02-06;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7038.864;6532.56286364;506.30113636;2020-01-20
2020-01-20;1020;921732-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;125.70352941;0.0;125.70352941;Центральный склад;2020-02-06;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7065.0;6939.29647059;125.70352941;2020-01-20
2020-01-20;1021;921732-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;1085.3516129;0.0;1085.3516129;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;8478.0;7392.6483871;1085.3516129;2020-01-20
2020-01-20;1022;921732-1;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.0;5.6;0.0;5.6;Центральный склад;2020-02-06;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;2005.58;1999.98;5.6;2020-01-20
2020-01-20;1023;921732-1;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;566.97;0.0;566.97;Центральный склад;2020-02-06;Труба 219х10 ГОСТ 8732-78 09Г2С-15 ГОСТ 19281-2014;6620.83;6053.86;566.97;2020-01-20
2020-01-20;1024;921732-1;Труба профильная 80х80х4 ГОСТ 30245-94 09Г2С-12 ГОСТ 19281-2014;0.0;185.23;0.0;185.23;Центральный склад;2020-02-06;Труба профильная 80х80х4 ГОСТ 30245-94 09Г2С-15 ГОСТ 19281-2014;4868.16;4682.93;185.23;2020-01-20
2020-01-20;1025;921732-1;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;271.31612903;0.0;271.31612903;Центральный склад;2020-02-06;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11139.12;10867.803870970001;271.31612903;2020-01-20
2020-01-20;1026;921732-1;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;324.28421053;0.0;324.28421053;Центральный склад;2020-02-06;Швеллер 18 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;12830.67368421;12506.38947368;324.28421053;2020-01-20
2020-01-21;815;921981-1;Лист 30 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;0.0;332.76623377;0.0;332.76623377;Центральный склад;2020-02-06;Лист 30 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;19075.5;18742.73376623;332.76623377;2020-01-21
2020-01-21;820;921982-1;Лист 30 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;0.0;199.65974026;0.0;199.65974026;Центральный склад;2020-02-06;Лист 30 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;18742.73376623;18543.074025970003;199.65974026;2020-01-21
2020-01-21;821;921982-1;Швеллер 30 У ГОСТ 8240-89 С345-3 ГОСТ 27772-2015;0.0;1537.0;0.0;1537.0;Центральный склад;2020-02-06;Швеллер 30 У ГОСТ 8240-89 С345-6 ГОСТ 27772-2015;1908.0;371.0;1537.0;2020-01-21
2020-01-23;2436;10-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.50823529;0.0;0.50823529;Центральный склад;2020-02-06;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;20455.92235294;20455.41411765;0.50823529;2020-01-23
2020-01-23;2438;10-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;470.4;0.0;470.4;Центральный склад;2020-02-06;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;6939.29647059;6468.896470590001;470.4;2020-01-23
2020-01-23;2439;10-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;26.73548387;0.0;26.73548387;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7392.6483871;7365.91290323;26.73548387;2020-01-23
2020-01-23;2424;7-1;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;2365.2;0.0;2365.2;Центральный склад;2020-02-06;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;26406.0;24040.8;2365.2;2020-01-23
2020-01-23;2429;8-1;Круг 30 ГОСТ 2590-2006 ст3 ГОСТ 380-2005;0.0;21.90222222;0.0;21.90222222;Центральный склад;2020-02-06;Круг 30 ГОСТ 2590-2006 ст3 ГОСТ 380-2005;546.0;524.09777778;21.90222222;2020-01-23
2020-01-23;2024;921933-1;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;188.55;0.0;188.55;Центральный склад;2020-02-06;Лист 5 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;862.64904651;674.0990465099999;188.55;2020-01-23
2020-01-23;2574;921956-1;Лист 3 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;11.09473684;0.0;11.09473684;Центральный склад;2020-02-06;Лист 3 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;6508.57736842;6497.48263158;11.09473684;2020-01-23
2020-01-23;2578;921956-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.00494624;0.0;0.00494624;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7365.91290323;7365.90795699;0.00494624;2020-01-23
2020-01-26;1843;921961-1;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;386.66666667;0.0;386.66666667;Центральный склад;2020-02-06;Лист 14 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;2967.3;2580.6333333300004;386.66666667;2020-01-26
2020-01-26;1863;921963-1;Лист 14 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.00666667;0.0;0.00666667;Центральный склад;2020-02-06;Лист 14 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;2580.6333333300004;2580.6266666600004;0.00666667;2020-01-26
2020-01-28;2030;227-1;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;141.83529412;0.0;141.83529412;Центральный склад;2020-02-06;Лист 16 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7796.02235294;7654.18705882;141.83529412;2020-01-28
2020-01-28;2027;921933-2;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;192.93488372;0.0;192.93488372;Центральный склад;2020-02-06;Лист 5 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;674.0990465099999;481.16416278999986;192.93488372;2020-01-28
2020-01-28;2260;921955-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;27.59090909;0.0;27.59090909;Центральный склад;2020-02-06;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;6532.56286364;6504.971954549999;27.59090909;2020-01-28
2020-01-28;2261;921955-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;44.6344086;0.0;44.6344086;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7365.90795699;7321.27354839;44.6344086;2020-01-28
2020-01-28;2262;921955-1;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.0;5.8;0.0;5.8;Центральный склад;2020-02-06;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;1999.98;1994.18;5.8;2020-01-28
2020-01-28;2267;921955-1;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;56.26086957;0.0;56.26086957;Центральный склад;2020-02-06;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11638.725;11582.46413043;56.26086957;2020-01-28
2020-01-28;2268;921955-1;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;123.63333333;0.0;123.63333333;Центральный склад;2020-02-06;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;37846.08;37722.44666667;123.63333333;2020-01-28
2020-01-28;2269;921955-1;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;78.84782609;0.0;78.84782609;Центральный склад;2020-02-06;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;35857.92;35779.07217391;78.84782609;2020-01-28
2020-01-28;1893;921966-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;168.47662338;0.0;168.47662338;Центральный склад;2020-02-06;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;4239.0;4070.52337662;168.47662338;2020-01-28
2020-01-28;1895;921966-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;3.22795699;0.0;3.22795699;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7321.27354839;7318.0455913999995;3.22795699;2020-01-28
2020-01-28;1913;921968-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;168.47662338;0.0;168.47662338;Центральный склад;2020-02-06;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;4070.52337662;3902.04675324;168.47662338;2020-01-28
2020-01-28;1915;921968-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;3.22795699;0.0;3.22795699;Центральный склад;2020-02-06;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7318.0455913999995;7314.817634409999;3.22795699;2020-01-28
2020-01-29;2585;921957-1;Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;7.04490698;0.0;7.04490698;Центральный склад;2020-02-06;Лист 5 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;481.16416278999986;474.11925580999986;7.04490698;2020-01-29
2020-01-29;2587;921957-1;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;4.48327273;0.0;4.48327273;Центральный склад;2020-02-06;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;6504.971954549999;6500.488681819999;4.48327273;2020-01-29
2020-01-29;2590;921957-1;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.0;128.76;0.0;128.76;Центральный склад;2020-02-06;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;1994.18;1865.42;128.76;2020-01-29
2020-01-29;2593;921957-1;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.00782609;0.0;0.00782609;Центральный склад;2020-02-06;Уголок 100х100х10 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;900.0;899.99217391;0.00782609;2020-01-29
2020-01-29;2594;921957-1;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;0.00378947;0.0;0.00378947;Центральный склад;2020-02-06;Швеллер 18 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;12506.38947368;12506.38568421;0.00378947;2020-01-29
2020-01-29;1918;921969-1;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;188.42352941;0.0;188.42352941;Центральный склад;2020-02-06;Лист 16 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7654.18705882;7465.76352941;188.42352941;2020-01-29
2020-01-29;1920;921969-1;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.45454545;0.0;0.45454545;Центральный склад;2020-02-06;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;3902.04675324;3901.59220779;0.45454545;2020-01-29
