Дата запуска;0.0;1.0;3.0;4.0;5.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;16.0
Дата запуска;2020-02-07 00:00:00;2020-02-08 00:00:00;2020-02-10 00:00:00;2020-02-11 00:00:00;2020-02-12 00:00:00;2020-02-14 00:00:00;2020-02-15 00:00:00;2020-02-16 00:00:00;2020-02-17 00:00:00;2020-02-18 00:00:00;2020-02-19 00:00:00;2020-02-20 00:00:00;2020-02-21 00:00:00;2020-02-23 00:00:00
Номенклатура;;;;;;;;;;;;;;
Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;3293.5626451400058;8273.6516129;2334.59569892;8273.6516129;0.0;8733.29892473;0.0;8273.6516129;0.0;0.0
Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1357.77419354;0.0;277.07526882;0.0;1101.53225806;1958.27956989
Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;700.0741075599988
Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1410.32258064;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;5457.41075269;0.0;7449.387096779999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1791.39354839;0.0;1697.10967742;0.0;0.0
Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1806.0289247099947;0.0;833.44516129;0.0;2331.66774193;4145.18709677
Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;87.02795698;513.55698924;383.99139785;0.0;4323.79354839;4323.79354839;5753.008602149999;4323.79354839;0.0;4872.69247312;0.0;4323.79354839;0.0;0.0
Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;54937.14727957;0.0;27847.97956989;0.0;32691.10645161;0.0;0.0;0.0;15369.89354839;191.99569892;3329.40215054;0.0;11035.71290322;20309.14408602
Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;38.33478261;0.0;0.0;0.0;4009.4673912999997;0.0;1755.83913044;0.0;0.0;0.0;0.0;0.0
Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;3242.6763912900005;0.0;21459.24782609;0.0;0.0;0.0;9359.77173914;25.55652174;3290.53913043;0.0;6067.9173912999995;6720.06956522
Уголок 75х75х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1024.32173914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;34.04978261;4.43478261;0.0;0.0;0.0;0.0;0.0;46.130434789999995;0.0;0.0;0.0;0.0;0.0
Уголок 75х75х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;3029.07130435;3353.79130435;0.0;3353.79130435;0.0;3353.79130435;0.0;3353.79130435;0.0;0.0
Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10283.838695660006;0.0;5082.55652174;0.0;4361.75217391;7449.6
Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3395.8776470600005;0.0;6327.76;0.0;5994.72;0.0;0.0
Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10615.17333333;0.0;10056.48;0.0;0.0
Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8503.50311109999;611.38666667;4108.0;0.0;5764.719999999999;8130.13333333
Уголок 90х90х7 ГОСТ 8509-86 ст3 ГОСТ 380-2005;359.89333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 90х90х8 ГОСТ 8509-86 ст3 ГОСТ 380-2005;41.81647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Швеллер 16 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.00044444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Швеллер 16 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19821-2014;0.0;0.0;0.0;0.0;3095.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Швеллер 18 П ГОСТ 8240-89 ст3 ГОСТ 380-2005;29.16842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Швеллер 20 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;111.56210526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Швеллер 24 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;422.39999999999964;0.0;5107.2;0.0;5107.2;0.0;5390.93333333;0.0;0.0
Швеллер 30 У ГОСТ 8240-89 ст3 ГОСТ 380-2005;395.73333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
