Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;Возможный заказ;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
9552;02871;1;2020-05-31;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.02;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Подставка   Н=10м опоры 1У110-4у+10
Проект: 19-65-03-302-КС";02871-1;1.0;0.0;0.0;0.0;0.0;0.0;0.02
9551;02871;1;2020-05-31;00000015487;Уголок 200х200х12 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1764.706;0.0;1764.706;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Подставка   Н=10м опоры 1У110-4у+10
Проект: 19-65-03-302-КС";02871-1;1.0;0.0;0.0;311.02600000000075;0.0;0.0;1453.6799999999992
9550;02871;1;2020-05-31;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;155.785;0.0;155.785;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Подставка   Н=10м опоры 1У110-4у+10
Проект: 19-65-03-302-КС";02871-1;1.0;0.0;0.0;0.0;0.0;0.0;155.785
9556;02872;1;2020-05-31;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;59.294;0.0;59.294;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;0.0;59.294
9557;02872;1;2020-05-31;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;498.087;0.0;498.087;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;0.0;498.087
9548;02871;1;2020-05-31;00000011291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;610.5;0.0;610.5;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Подставка   Н=10м опоры 1У110-4у+10
Проект: 19-65-03-302-КС";02871-1;1.0;0.0;0.0;0.0;0.0;0.0;610.5
9558;02872;1;2020-05-31;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;152.565;0.0;152.565;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;152.565;0.0
9560;02872;1;2020-05-31;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;71.174;0.0;71.174;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;71.174;0.0
9561;02872;1;2020-05-31;00000015165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;952.818;0.0;952.818;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;952.818;0.0
9562;02872;1;2020-05-31;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;271.644;0.0;271.644;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;0.0;271.644
9563;02872;1;2020-05-31;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.02;0.0;0.0;МП ЭЛЕКТРОСПЕЦСТРОЙ ООО;28/04-20 от 29.04.2020, Спецификация №1 от 29.04.2020;0;0.0;0;"Нижняя секция   Н=8,5м опоры 1П110-6ау
Проект: 19-65-03-302-КС";02872-1;1.0;0.0;0.0;0.0;0.0;0.0;0.02
