Дата потребности;Порядковый номер;Заказ-Партия;Номенклатура потребности;Потребность из файла;Потребность нач;Потребность кон;Списание потребности;Склад;Дата списания остат;Номенклатура Списания;Остатки нач;Остатки кон;Списание остатков;Дата учета
2020-01-23;4247;0009-1;Гайка М24-6h.5.Гл ГОСТ 5915-70;0.0;0.246;0.0;0.246;Центральный склад;2020-04-17;Гайка М24-6h.5.Гл ГОСТ 5915-70;2.621;2.375;0.246;2020-01-23
2020-02-07;5208;0023-1;Гайка М27-6h.5.Гл ГОСТ 5915-70;0.0;18.054;0.0;18.054;Центральный склад;2020-04-17;Гайка М27-6h.5.Гл ГОСТ 5915-70;365.59;347.536;18.054;2020-02-07
2020-02-07;5209;0023-1;Шайба 27 Гл ГОСТ 11371-78;0.0;4.357;0.0;4.357;Центральный склад;2020-04-17;Шайба 27 Гл ГОСТ 11371-78;457.286;452.929;4.357;2020-02-07
2020-02-07;5210;0023-1;Шайба 27 Гл ГОСТ 6402-70;0.0;3.1;0.0;3.1;Центральный склад;2020-04-17;Шайба 27 Гл ГОСТ 6402-70;150.111;147.011;3.1;2020-02-07
2020-02-17;5818;0016-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;28.189;0.0;28.189;Центральный склад;2020-04-17;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;208.522;180.333;28.189;2020-02-17
2020-02-28;6227;0033-1;Труба профильная 180х140х6 ГОСТ 30245-94 ст3 ГОСТ 380-2005;0.0;694.889;0.0;694.889;Центральный склад;2020-04-17;Труба профильная 180х140х6 ГОСТ 30245-94 ст3 ГОСТ 380-2005;1357.974;663.0849999999999;694.889;2020-02-28
2020-03-06;6793;0042-1;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;113.7;0.0;113.7;Центральный склад;2020-04-17;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;165.36;51.66000000000001;113.7;2020-03-06
2020-03-06;6793;0042-1;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;Центральный склад;2020-04-17;Уголок 75х75х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;248.04;248.04;0.0;2020-03-06
2020-03-06;6792;0041-1;Труба 219х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;58.282;0.0;58.282;Центральный склад;2020-04-17;Труба 219х8 ГОСТ 10704-91 09Г2С-15 ГОСТ 19281-2014;5342.578;5284.296;58.282;2020-03-06
2020-03-06;6791;0041-1;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;62.997;0.0;62.997;Центральный склад;2020-04-17;Труба 219х10 ГОСТ 10705-80 09Г2С-15 ГОСТ 19281-2014;2371.44;2308.443;62.997;2020-03-06
2020-03-06;6682;0040-1;Лист 12 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;0.0;28.765;0.0;28.765;Центральный склад;2020-04-17;Лист 12 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;24586.435;24557.670000000002;28.765;2020-03-06
2020-03-06;6683;0040-1;Лист 4 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;0.0;22.596;0.0;22.596;Центральный склад;2020-04-17;Лист 4 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;181.963;159.367;22.596;2020-03-06
2020-03-06;6684;0040-1;Шайба 20 Гл ГОСТ 11371-78;0.0;0.12;0.0;0.12;Центральный склад;2020-04-17;Шайба 20 Гл ГОСТ 11371-78;1109.781;1109.661;0.12;2020-03-06
2020-03-17;6565;0037-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;6.338000000000022;165.705;6.338000000000022;159.367;Центральный склад;2020-04-17;Лист 4 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;159.367;0.0;159.367;2020-03-17
2020-03-17;6565;0037-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;6.338000000000022;0.0;6.338000000000022;Центральный склад;2020-04-17;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;17803.8;17797.462;6.338000000000022;2020-03-17
2020-03-17;6568;0037-1;Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;57.912;0.0;57.912;Центральный склад;2020-04-17;Швеллер 20 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;20755.2;20697.288;57.912;2020-03-17
2020-03-17;6569;0038-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;0.022;0.0;0.022;Центральный склад;2020-04-17;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;180.333;180.311;0.022;2020-03-17
2020-03-17;6570;0038-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;35.532;0.0;35.532;Центральный склад;2020-04-17;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;20912.4;20876.868000000002;35.532;2020-03-17
2020-03-17;6573;0038-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;14.331;0.0;14.331;Центральный склад;2020-04-17;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7771.5;7757.169;14.331;2020-03-17
2020-03-17;6575;0038-1;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;63.513;0.0;63.513;Центральный склад;2020-04-17;Лист 4 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;17797.462;17733.949;63.513;2020-03-17
2020-03-17;6576;0038-1;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;0.0;1.747;0.0;1.747;Центральный склад;2020-04-17;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;643.0;641.253;1.747;2020-03-17
2020-03-17;6577;0038-1;Швеллер 20 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;0.0;57.912;0.0;57.912;Центральный склад;2020-04-17;Швеллер 20 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;20697.288;20639.376;57.912;2020-03-17
2020-03-17;6571;0038-1;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;25.568;0.0;25.568;Центральный склад;2020-04-17;Лист 12 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;24557.670000000002;24532.102000000003;25.568;2020-03-17
2020-03-17;6563;0037-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;14.331;0.0;14.331;Центральный склад;2020-04-17;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7757.169;7742.838;14.331;2020-03-17
2020-03-17;6561;0037-1;Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;25.568;0.0;25.568;Центральный склад;2020-04-17;Лист 12 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;24532.102000000003;24506.534000000003;25.568;2020-03-17
2020-03-17;6834;0029-1;Круг 45 ГОСТ 2590-2006 45 ГОСТ 1050-88;0.0;1.322;0.0;1.322;Центральный склад;2020-04-17;Круг 45 ГОСТ 2590-88 45 ГОСТ 1050-88;70.0;68.678;1.322;2020-03-17
2020-03-17;6559;0037-1;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.0;0.022;0.0;0.022;Центральный склад;2020-04-17;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;180.311;180.28900000000002;0.022;2020-03-17
2020-03-17;6832;0029-1;Круг 20 ГОСТ 2590-2006 45 ГОСТ 1050-88;0.0;1.689;0.0;1.689;Центральный склад;2020-04-17;Круг 20 ГОСТ 2590-2006 45 ГОСТ 1050-2013;12.0;10.311;1.689;2020-03-17
2020-03-17;6827;0029-1;Лист 40 ГОСТ 19903-74 ст3 ГОСТ 380-2005;0.0;219.8;0.0;219.8;Центральный склад;2020-04-17;Лист 40 ГОСТ 19903-74 ст3 ГОСТ 380-2005;235.5;15.699999999999989;219.8;2020-03-17
2020-03-17;6560;0037-1;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;35.532;0.0;35.532;Центральный склад;2020-04-17;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;20876.868000000002;20841.336000000003;35.532;2020-03-17
2020-03-26;7483;0059-1;Круг 28 ГОСТ 2590-2006 40 ГОСТ 1050-2013;0.0;101.55;0.0;101.55;Центральный склад;2020-04-17;Круг 28 ГОСТ 2590-2006 40 ГОСТ 1050-88;188.0;86.45;101.55;2020-03-26
2020-03-26;7489;0060-1;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;57.038;0.0;57.038;Центральный склад;2020-04-17;Лист 10 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;7742.838;7685.8;57.038;2020-03-26
