Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;32.0;34.0;36.0;37.0;38.0;39.0;40.0
Дата запуска;2020-02-20 00:00:00;2020-02-21 00:00:00;2020-02-22 00:00:00;2020-02-23 00:00:00;2020-02-24 00:00:00;2020-02-25 00:00:00;2020-02-26 00:00:00;2020-02-27 00:00:00;2020-02-28 00:00:00;2020-02-29 00:00:00;2020-03-01 00:00:00;2020-03-02 00:00:00;2020-03-03 00:00:00;2020-03-04 00:00:00;2020-03-05 00:00:00;2020-03-06 00:00:00;2020-03-07 00:00:00;2020-03-08 00:00:00;2020-03-09 00:00:00;2020-03-10 00:00:00;2020-03-11 00:00:00;2020-03-12 00:00:00;2020-03-14 00:00:00;2020-03-15 00:00:00;2020-03-16 00:00:00;2020-03-17 00:00:00;2020-03-18 00:00:00;2020-03-19 00:00:00;2020-03-20 00:00:00;2020-03-23 00:00:00;2020-03-25 00:00:00;2020-03-27 00:00:00;2020-03-28 00:00:00;2020-03-29 00:00:00;2020-03-30 00:00:00;2020-03-31 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лист 16 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;405.162;258.619;0.0;0.0;0.0;225.09;0.0;0.0
Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;784.5799999999999;0.0;0.0;34.182;907.416;0.0;4549.054;135.117;0.0;1263.3739999999998;7045.742;170.9;2169.94;205.082;2254.764;34.18;1999.04;136.72;2401.1949999999997;0.0;2873.62;80.431;0.0;92.29;5265.556;402.155;876.755;1423.773;0.0;1533.696;1533.696;1533.696;0.0;2811.776;437.124;2714.472
Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;390.953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;615.276;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;196.839;0.0;68.72800000000001;0.0;163.388;1085.704;0.0;0.0;810.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 20 ГОСТ 19903-74 ст3 ГОСТ 380-2005;8.971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;896.201999999998;0.0;0.0;763.012;953.765;0.0;572.259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1268.448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 25 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3508.452;1949.14;0.0;0.0;0.0;1949.14;0.0;0.0
Лист 28 ГОСТ 19903-74 С345-4 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;296.133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
