Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2218;021218;1;2020-07-29;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;347.574;347.574;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2217;021218;1;2020-07-29;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;386.309;386.309;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2214;021218;1;2020-07-29;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;4.525;4.525;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2219;021218;1;2020-07-29;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;659.553;0.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2220;021218;1;2020-07-29;00000015428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;220.275;220.275;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2221;021218;1;2020-07-29;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1406.8;1406.8;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2222;021218;1;2020-07-29;00-00002762;Табличка 63х80 12Х18Н10Т;0.06;0.0;0.0;0.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2213;021218;1;2020-07-29;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;16.35;16.35;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2212;021218;1;2020-07-29;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;315.008;0.0;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2211;021218;1;2020-07-29;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;334.267;334.267;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2216;021218;1;2020-07-29;00000011268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;201.5;201.5;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2215;021218;1;2020-07-29;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;36.387;36.387;0.0;1.0;0.0;ТАВРИДА ЭЛЕКТРИК НОВОСИБИРСК ООО;Договор № 38/06-20 от 09.06.2020, Спецификация №2 от 25.06.2020;2020-07-29 00:00:00;0.0;2020-07-28 00:00:00;Портал ячейковый ПСТ-110Я1 Проект: 3.407.2-162 Проект: 024-048-АС;К производству;Продукция;021218-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1631;02991;1;2020-07-30;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;322.987;321.522;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1621;02991;1;2020-07-30;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;83.119;83.119;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1622;02991;1;2020-07-30;00000015180;Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;257.439;257.439;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1623;02991;1;2020-07-30;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;33.084;33.084;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1624;02991;1;2020-07-30;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;93.686;93.686;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2461;021234;1;2020-07-30;00000002421;Шайба 20 ГЦ ГОСТ 11371-78;0.324;0.0;0.0;0.0;0.0;ЭТАЛОН-Н ООО ЖДСК;105/12-19 от 27.12.2019, Спецификация №3 от 26.06.2020;2020-07-25 00:00:00;0.0;2020-07-22 00:00:00;Фундамент ФС.219.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;К производству;Продукция;021234-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1626;02991;1;2020-07-30;00000015121;Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;3.274;0.0;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1627;02991;1;2020-07-30;00000011275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;733.75;721.789;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1628;02991;1;2020-07-30;00000011278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1602.401;1587.204;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1629;02991;1;2020-07-30;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;426.065;426.065;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1644;02991;1;2020-07-30;00-00009076;Лист чечевица 4 ГОСТ 8568-77 09Г2С-12 ГОСТ 19281-2014;509.971;509.971;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1630;02991;1;2020-07-30;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;385.234;363.441;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1643;02991;1;2020-07-30;00-00009075;Лист 28 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;22.379;22.379;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1641;02991;1;2020-07-30;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1640;02991;1;2020-07-30;00-00001667;Круг 14 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;365.159;410.159;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1639;02991;1;2020-07-30;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;566.52;566.52;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1638;02991;1;2020-07-30;00000015195;Швеллер 16 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;721.864;720.333;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3984;00180;1;2020-07-30;00-00002762;Табличка 63х80 12Х18Н10Т;3.024;3.024;0.0;0.0;0.0;0;0;0;0.0;0;Информационные таблички на Аконстранс 4 (120*90мм) (1 шт.);К производству;Прочие полуфабрикаты;00180-1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1636;02991;1;2020-07-30;00000015165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1290.691;1290.691;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1635;02991;1;2020-07-30;00000015136;Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;645.62;641.304;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1634;02991;1;2020-07-30;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1525.241;1551.828;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1633;02991;1;2020-07-30;00000012037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;825.907;825.907;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1632;02991;1;2020-07-30;00000011291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;85.71;85.71;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1642;02991;1;2020-07-30;00-00007543;Полоса 40х4 ГОСТ 103-2006 09Г2С-12 ГОСТ 19281-2014;0.0;12.0;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1637;02991;1;2020-07-30;00000015431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;204.391;238.71;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1625;02991;1;2020-07-30;00000015029;Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;421.447;429.333;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-28 00:00:00;Промежуточная опора   2П220-2у Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;02991-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1729;021190;1;2020-07-30;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;306.139;306.139;0.0;1.0;0.0;ПЦ СИБИРИ ООО;Договор № 64/08-19 от 28.08.2019, Спецификация №4 от 15.07.2020;2020-07-30 00:00:00;0.0;2020-07-29 00:00:00;Промежуточная опора   2П220-2ту-5,0 Проект: 3.407.2-145 Проект: 18-54-01.1-302-КС;К производству;Продукция;021190-1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
539;02747;18;2020-07-30;00000011828;Лист 20 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;3519.852;3519.852;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
540;02747;18;2020-07-30;00000011829;Лист 8 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;1133.832;1133.832;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
541;02747;18;2020-07-30;00000014652;Лист 4 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014;478.492;478.492;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
542;02747;18;2020-07-30;00000011823;Лист 6 ГОСТ 19903-74 09Г2С-15 ГОСТ 19281-2014;452.34;452.34;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
543;02747;18;2020-07-30;00000012956;Круг 16 ГОСТ 2590-2006 09Г2С-15 ГОСТ 19281-2014;138.88;138.88;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
544;02747;18;2020-07-30;00000011821;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;2401.112;2401.112;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
545;02747;18;2020-07-30;00000011824;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;2944.06;2944.06;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
546;02747;18;2020-07-30;00000011830;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;8575.56;8575.56;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
547;02747;18;2020-07-30;00000011831;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;10425.324;10425.324;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
548;02747;18;2020-07-30;00000012062;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;1394.064;1394.064;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
549;02747;18;2020-07-30;00000012064;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11134.284;11134.284;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
550;02747;18;2020-07-30;00000012957;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;11051.964;11051.964;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
551;02747;18;2020-07-30;00000015291;Швеллер 12 П ГОСТ 8240-89 09Г2С-15 ГОСТ 19281-2014;123.872;0.0;0.0;1.0;0.0;ЮВЭС ООО;ЮВЭС/05-01 от 14.05.2020, Спецификация №1 от 14.05.2020;2020-07-30 00:00:00;0.0;2020-05-20 00:00:00;Опора промежуточная ПГ35/110-3,110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.001;К производству;Продукция;02747-18;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
